yomi,kigo_yomi
シシマイハイリヒノフジニテヲカザス,シシマイ
フユザレヤコロロトナケルオリノツル,フユザレ
ムサシノノソラマッサオナルラクヨウカナ,ラクヨウ
ヤドリギヤシヅカニウツルカジノクモ,カジ
クニハラヤノビノハシリヒヨモスガラ,ノビ
ウツシヨニジョウドノツバキサクスガタ,ツバキ
オボロヨルノシオサイツクルモノゾコレ,オボロヨ
クダリハルヤタダテリキュウフズシノナカ,クダリハル
トネガワノフルキミナトノハチスカナ,ハチス
ニチリンノカガヨフシオノサメヲアグ,サメ
シラカンバヲカスカニキリノユクオトカ,キリ
フウウンノチチブノカキハミナトガル,カキ
テンシギョモイサカヒスナリサビシクテ,テンシギョ
ヒグラシヤオクノアオミネニウチヒビク,ヒグラシ
ワガイノチキクニムカヒテシヅカナル,キク
カンコイハシヅカナルカナヒレヲタレ,カンコイ
カンコイヲマッシロシトミレバヒレノアイ,カンコイ
シラギクノシロタエウニアフレケル,シラギク
ヌルルモノフユタニムカリウキタル,フユタ
ツボニシテミヤマノホウノハナヒラク,ホウノハナ
ナツヤマヲスベテヤリガダケマッサオナリ,ナツヤマ
セッケイヲカナシトミタリヨルモヒカル,セッケイ
シグレフルミチノクニオオキホトケアリ,シグレ
ヒマワリノソラカガヤケリハノグン,ヒマワリ
キシリナルボシュンノトビラナリオシヒラク,ボシュン
ショニチサスマツハムサシノニノコルマツ,ショニチ
コノサワヤイマダイルリチョウノコヱヒトツ,ダイルリ
モントヂテリョウヤノイシトワガハオリ,リョウヤ
アオタンヨシネイラクノスミスルフクジュソウ,フクジュソウ
ナガキヒヤナマケテウツスツボヒトツ,ナガキヒ
ラクヨウフムキョウノアカルサアシタモアレ,ラクヨウ
フユキクノマトフハオノガヒカリノミ,フユキク
ツリバシヤヒャクホノチュウノアキノカゼ,アキノカゼ
イズノウミヤコウバイノウエニナミナガレ,コウバイ
ベタベタニタモナノハナモテリミダル,ナノハナ
イワシグモココロノナミノスエキエテ,イワシグモ
ハギノカゼナニカセカルルナニナラム,ハギノカゼ
ムギアキノナカナルガカナシキヨシハイキョ,ムギアキ
ヘキテンヤキウテイホコウエイゴヒャクリン,ホコウエイ
ヤマザクラセツレイテンニコエモナシ,ヤマザクラ
ツマヤメリアキカゼモンヲヒラクオト,アキカゼ
キウテイオキナヲアナドルヒヨドリノカキニオリ,カキ
マキヒラクシラカンバハナヲリョウリケリ,シラカンバノハナ
タキオチテグンジョウセカイトドロケリ,タキ
カリノソラオオフウヒビキワタリケリ,カリノソラ
カシガイヒニツマヲイザナフジムシノヨル,ジムシデヅ
トマリギニオイケルワシヤアオアラシ,アオアラシ
モガミガワアキカゼヤナニフキツドフ,アキカゼ
ガッサンノミユトイモニテアソビケリ,イモニ
スミダガワミテコクマチテリネンワスレ,トシワスレ
ホウライヤヒガシニヒラクイズノウミ,ホウライ
イクハルヤムスメクビノカミノツヤ,イクハル
アサネセリタケシコウゼンヲシソトシテ,アサネ
ツキイデテバラノタソガレナホツヅク,ツキ
ヒグラシヤクマノヘシヅムサンイクエ,ヒグラシ
ジュウロクヤノタケホノメクニヲハリケリ,ジュウロクヤ
コウノオクニフカキコウキヨシメリツワブキノハナ,ツワブキノハナ
ハルネムヤワガヨノソトノイガクカイ,ハルネム
ヨシジエツキツネノミチトナリテゼッユ,キツネ
ハルイチバンムサシノノイケナミアゲテ,ハルイチバン
シュンギョウノソコヌケフリヲヨロコベリ,シュンギョウ
ツルベオトシトイヘドコウボウシヅカナリ,ツルベオトシ
ネムルヤマアルヒハフジヲカサネケリ,ネムルヤマ
ハゴイタヤコハマボロシノスミダカワ,ハゴイタ
テンプラヤスデニヒレハルコトシハゼ,ハゼ
キョネンノツルキョネンノトコロニイテニケリ,コオツ
ヨリユキカモハカナカリシガジツチョウキ,ジツチョウキ
サケシラヌワガハタビノミボクスイキ,ボクスイキ
ヨイネシテトシエツソバニオコサルル,トシエツソバ
トシエツソバマテバシキリニキュウキュウシャ,トシエツソバ
ロクガツヤアラクシオフルイソリョウリ,ロクガツ
アジサイヤミズベノユウゲハヤキカナ,アジサイ
バラバラニトンデコウフヘハツカラス,ハツカラス
アヲアヲトハルナナクサノウレノコリ,ハルナナクサ
タンバイヤエダノサキナルウメノハナ,タンバイ
ノニデレバヒトミナヤサシモモノハナ,モモノハナ
ショウヲンナノカミニオオキナハルノユキ,ハルノユキ
ハルノユキハノゴトクニヘイヲコユ,ハルノユキ
ハルチリヤカンゼオンジノカンゼオン,ハルチリ
ヒトアオグワガヤノツバキアオギケリ,ツバキ
カンゾウノメノトビトビノヒトナラビ,クサノメ
アサガオノフタバノドコカヌレヰタル,アサガオ
ヒザマヅキヨモギノナカニツマミニケリ,ヨモギ
ツミクサノヒトマタタチテアルキケリ,ツミクサ
ヒャクショウノチスジノワレニムギアオム,アオムギ
マッシロニユクテウヅメテサンコブシ,コブシ
ホウジョウノダイヒサシヨリハルノチョウ,チョウ
アルテラノショウジホソメニハナミドウ,ハナミドウ
ミズノウエニハナヒロビロトイチエダカナ,ハナ
ハナヒヤノヤミニアラハレカガリモリ,ハナヒヤ
ヒルガヘルハニシズミタルボタンカナ,ボタン
ヨルノイロニシズミユクナリダイボタン,ボタン
クモノイトイチスヂヨギルヒャクゴウノマエ,クモ
ヒツパレルイトマツスグヤカブトムシ,カブトムシ
オオイナルカバノホワタノトオルナリ,カバノホ
ダイウマノドロノムチアトイチニホン,シロカキ
アリジゴクマツカゼヲキクバカリナリ,アリジゴク
サオトメノユウベノミズニチラバリテ,サオトメ
アゲハチョウオイランソウニブラサガル,バワチョウ
クラガリニクヨウノキクヲウリニケリ,キク
ヅカヅカトキテオドリコニササヤケル,オドリ
ショウガイニマハリトウロウノクヒトツ,アカリカゴ
タベテヰルウシノクチヨリタデノハナ,タデノハナ
ツユケサヤツキノウツレルカワフトン,ロ
カリノコエノシバラクソラニミチ,カリ
ユウツキニハナハダナガシギョシャノムチ,ツキ
ミカヅキノシズムヤヒコノウラハウミ,ツキ
イワシグモハナヤグツキノアタリカナ,イワシグモ
マツスグノミチニシュツデケリアキノクレ,アキノクレ
アキカゼヤクワラントナリシハタノスズ,アキカゼ
モモアオシアカキトコロノスコシアリ,モモ
ユウグレノカツシカドウノオチボカナ,オチボ
マタイチニントオクノアシヲカリハジム,アシ
アシカリノテンヲアオイデケズル,アシカリ
ヒイラギノハナイチホンノカオリカナ,ヒイラギノハナ
カモワタルアキラカニマタアキラカニ,ハツカモ
ミズオヒイテハナレルルヒトツウキネトリ,ウキネトリ
ダイホタヲカヘセバウラハイチメンヒ,ホタ
スイタイノシグレイヨイヨハナヤカニ,シグレ
ハルノツキアリシトコロニツユノツキ,ハルノツキ
ハシイシテタダイルチチノオソロシキ,ハシイ
セッペンノツレタチテクルブカソラカナ,ユキ
フユハノヒャクセンマンノカイキフク,フユハ
タマトイテスナワチタカキバショウカナ,バショウ
アシタハマタアシタノニッテイユウカエル,カエル
カタクリノヒトツノハナノハナザカリ,カタクリノハナ
ガンジツハダイフブキトヤイサギヨシ,ガンジツ
ユキアカリイッサイキョウヲゾウシタリ,ユキ
ウツクシキシュンチョウノコウイチジカン,シュンチョウ
ソラヲユクイチカタマリノハナフブキ,ラッカ
フルサトノキウノサンノウムラヤクバ,キウ
ダイツユノボウボウトヌマラシキモノ,ツユ
オンナアリチチハウオヅノブリノギョフ,ブリ
ナナシュノハジメノセリゾメデタケレ,ナナクサ
カタマリテトオルキリアリキリノナカ,キリ
ツキノオウミマカリシヨリクニホロブ,ツキ
ムシノヒニヨミタカブリヌミミシヒジ,ヒトリムシ
ヒレンジャクイッセイニタツテモレモナシ,レンジャク
クチヒライテヤダイジンヨシハツモウデ,ハツモウデ
ニギハシキユキカイシズクノガランカナ,ユキカイ
カゲボフシコモリヰルナリウスラマユ,マユ
ヲカシサヨジュウソウフケバカモノカゲ,カモ
ホシノトブモノオトモナシイモノウエ,イモ
アキノタニトウントジュウノコダマカナ,アキノタニ
シロシロトハタケノナカノウメイチホン,ウメ
オオサカノケムリオソロシワカメウリ,ワカメ
カカシオキナアチミコチミヤイモアラシ,カカシ
コオツルガハネヒロゲタルメデタサヨ,コオツル
クニハラヤクワノシモトニハルノツキ,ハルノツキ
キツネビヤマコトガオニモヒトクサリ,キツネビ
リッシュンノトビシバシアリシンガリヅクリ,リッシュン
タンバイヤミササギドコロタモトホリ,タンバイ
ロノムシオオイナルモノヲマリニケリ,ムシ
ハツトミシヲカクサフベシヤブカヒサシ,ハツフジ
ケフノツキナガイススキヲイケニケリ,ツキ
ジュウロクヤノキノフトモナクテラシケリ,ジュウロクヤ
ガラスゴシウガトビツクムゲツカナ,ムゲツ
カリソメニスミナスカザリカカリケリ,カザリ
ミチヅクリミナヒダルシヤミチヲシヘ,ミチオシエ
フルサトヤショウジニシミテマユノニョウ,ショウジ
フルサトニフタリソロヒテナマシンコン,ナマシンコン
コンジョウノカニノサミシキイズミカナ,イズミ
ウツクシキアシヒヒトツヤクレノハラ,アシヒ
ウツウツトガヲエツツアルユウガトウ,ユウガトウ
スミヨシニスミナスソラハハナビカナ,ハナビ
メツムレバザオウゴンゲンゴノツキ,ゴノツキ
オオゾラニナガキノトアリオハナバタケ,オハナバタケ
イチノジニトオメニネハンシタマヘル,ネハンエ
モミカユシヤマトヲトメハオビヲトク,モミ
ヒヨドリノコトバワカリテツバキオツ,落椿
エンオウニツキノヒカリノカブサリコ,エンオウ
カグラフエヒヨロヒヨロイヘバジンイソグ,カグラ
マツサヲナミジントビタチシバカリキ,シバカリ
ソウシュンノトビヲハナチテタカラテラ,ソウシュン
